id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa,,
47360,2/11/17 0:00,Abandoned,0,C17021370,9.81E+14,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Office,6/12/17 0:00,Foster,0,6/13/17 0:00,Stray,6/13/17 0:00,UU health,0,1,0,,
47395,2/13/17 0:00,Abandoned,0,C17021405,9.81E+14,Gooseberry,Domestic Short Hair,Tortie,Cat,13 years 1 month.,Female,Adoptable Cat Big Colony,4/11/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47402,2/14/17 0:00,Abandoned,0,D17021412,9.81E+14,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 0 months.,Female,Adoptable Dogs,3/21/17 0:00,Foster,0,4/9/17 0:00,Stray,,Died in care,0,0,0,,
47402,2/14/17 0:00,Abandoned,0,D17021412,9.81E+14,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 0 months.,Female,Adoptable Dogs,4/10/17 0:00,Foster,0,5/3/17 0:00,Stray,,Died in care,0,0,0,,
47402,2/14/17 0:00,Abandoned,0,D17021412,9.81E+14,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 0 months.,Female,Adoptable Dogs,5/5/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47414,2/16/17 0:00,Abandoned,0,D17021424,9.81E+14,Beemo,Pitbull/Mix,Blue,Dog,6 years 2 months.,Male,Stray Dogs Beta,4/15/17 0:00,Adoption,0,7/12/17 0:00,Rabies Monitoring,,Died in care,0,0,0,,
47414,2/16/17 0:00,Abandoned,0,D17021424,9.81E+14,Beemo,Pitbull/Mix,Blue,Dog,6 years 2 months.,Male,Stray Dogs Beta,7/22/17 0:00,Reclaimed,0,8/22/17 0:00,Rabies Monitoring,,Died in care,0,0,0,,
47414,2/16/17 0:00,Abandoned,0,D17021424,9.81E+14,Beemo,Pitbull/Mix,Blue,Dog,6 years 2 months.,Male,Stray Dogs Beta,9/2/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0,,
47429,2/18/17 0:00,Abandoned,0,C17021438,9.81E+14,Ellen,British Shorthair/Unknown,Grey,Cat,11 years 0 months.,Female,Office,3/5/17 0:00,Foster,0,4/26/17 0:00,Stray,,Died in care,0,0,0,,
47429,2/18/17 0:00,Abandoned,0,C17021438,9.81E+14,Ellen,British Shorthair/Unknown,Grey,Cat,11 years 0 months.,Female,Office,4/26/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47432,2/18/17 0:00,Abandoned,0,R17021441,,Fitzgerald,American,Black,Rabbit,3 years 0 months.,Male,Lobby,3/30/17 0:00,Foster,0,4/17/17 0:00,Stray,,Died in care,0,0,0,,
47432,2/18/17 0:00,Abandoned,0,R17021441,,Fitzgerald,American,Black,Rabbit,3 years 0 months.,Male,Lobby,5/1/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47502,2/27/17 0:00,Marriage/Relationship split,0,D17021511,9.81E+14,Zoey,Pitbull/Mix,Grey and White,Dog,2 years 0 months.,Female,Stray Dogs Beta,4/8/17 0:00,Adoption,0,5/5/17 0:00,Marriage/Relationship split,,Died in care,0,0,0,,
47502,2/27/17 0:00,Marriage/Relationship split,0,D17021511,9.81E+14,Zoey,Pitbull/Mix,Grey and White,Dog,2 years 0 months.,Female,Stray Dogs Beta,6/1/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47510,2/28/17 0:00,Abandoned,0,C17021519,9.81E+14,Maureen,Domestic Short Hair,Brown and Black,Cat,1 year 11 months.,Female,Adoptable Cat Big Colony,4/2/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47511,2/28/17 0:00,Abandoned,0,C17021520,9.81E+14,Janet,DSH/Unknown,Grey,Cat,3 years 6 months.,Female,Adoptable Cat Small Colony,4/1/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47520,3/2/17 0:00,Abandoned,0,C17031529,9.81E+14,Ruce,DSH/Unknown,Black and White,Cat,3 years 2 months.,Male,Adoptable Cat Big Colony,4/4/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47521,3/2/17 0:00,Abandoned,0,C17031530,9.81E+14,Ramsay,DSH/Unknown,Orange and White,Cat,3 years 2 months.,Male,Adoptable Cat Kennels,4/7/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47538,3/4/17 0:00,Abandoned,0,D17031547,9.81E+14,Gus,Labrador Retriever/Coonhound,Chocolate,Dog,2 years 0 months.,Male,Foster,4/3/17 0:00,Adoption,0,,Stray,,Healthy,0,0,0,,
47539,3/4/17 0:00,Abandoned,0,C17031548,9.81E+14,Zack Attack,DSH/Unknown,Grey and White,Cat,4 years 0 months.,Male,Adoptable Cat Glass Colony,4/1/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47540,3/4/17 0:00,Abandoned,0,C17031549,9.81E+14,Buggs,DSH/Unknown,Black,Cat,1 year 3 months.,Male,Adoptable Cat Glass Colony,4/1/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47558,3/6/17 0:00,Abandoned,0,D17031567,9.8102E+14,Clyde,Golden Retriever/Poodle, Standard,Golden,Dog,4 years 10 months.,Male,Adoptable Dogs,3/29/17 0:00,Adoption,0,4/4/17 0:00,Incompatible,,Died in care,0,0,0,
47558,3/6/17 0:00,Abandoned,0,D17031567,9.8102E+14,Clyde,Golden Retriever/Poodle, Standard,Golden,Dog,4 years 10 months.,Male,Adoptable Dogs,4/12/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,
47562,3/6/17 0:00,Abandoned,0,C17031571,9.81E+14,Garden,DSH/Unknown,White,Cat,6 years 0 months.,Male,Adoptable Cat Kennels,3/31/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47575,3/7/17 0:00,Moving,0,D17031584,9.82E+14,Bella2,Mastiff,Brindle,Dog,3 years 6 months.,Female,Adoptable Dogs,3/10/17 0:00,Foster,0,4/15/17 0:00,Stray,,Died in care,0,0,0,,
47575,3/7/17 0:00,Moving,0,D17031584,9.82E+14,Bella2,Mastiff,Brindle,Dog,3 years 6 months.,Female,Adoptable Dogs,4/15/17 0:00,Adoption,0,5/12/17 0:00,Incompatible,,Died in care,0,0,0,,
47575,3/7/17 0:00,Moving,0,D17031584,9.82E+14,Bella2,Mastiff,Brindle,Dog,3 years 6 months.,Female,Adoptable Dogs,5/12/17 0:00,Foster,0,5/15/17 0:00,Stray,,Died in care,0,0,0,,
47575,3/7/17 0:00,Moving,0,D17031584,9.82E+14,Bella2,Mastiff,Brindle,Dog,3 years 6 months.,Female,Adoptable Dogs,5/16/17 0:00,Adoption,0,12/27/17 0:00,Moving,,Died in care,0,0,0,,
47575,3/7/17 0:00,Moving,0,D17031584,9.82E+14,Bella2,Mastiff,Brindle,Dog,3 years 6 months.,Female,Adoptable Dogs,12/30/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47576,3/7/17 0:00,Abandoned,0,D17031585,9.81E+14,Patty,Pitbull,Tan,Dog,2 years 5 months.,Female,Adoptable Dogs,6/5/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47582,3/7/17 0:00,Abandoned,0,D17031591,9.81E+14,Dibs,Pitbull/Mix,White,Dog,2 years 2 months.,Male,Stray Dogs Beta,4/25/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47591,3/9/17 0:00,Abandoned,0,D17031600,9.81E+14,Serafina,Papillon,White,Dog,6 years 0 months.,Female,Foster,3/16/17 0:00,Foster,0,5/22/17 0:00,Stray,,Died in care,0,0,0,,
47591,3/9/17 0:00,Abandoned,0,D17031600,9.81E+14,Serafina,Papillon,White,Dog,6 years 0 months.,Female,Foster,5/22/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47595,3/9/17 0:00,Owner Deceased,0,C17031604,9.81E+14,Zips,Domestic Short Hair,Black and White,Cat,8 years 0 months.,Female,Adoptable Cat Big Colony,6/16/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47613,3/10/17 0:00,Abandoned,0,D17031620,9.81E+14,Waylon,Beagle,Tricolour,Dog,4 years 0 months.,Male,Stray Dogs Beta,4/2/17 0:00,Adoption,0,9/5/17 0:00,Stray,,Died in care,0,0,0,,
47613,3/10/17 0:00,Abandoned,0,D17031620,9.81E+14,Waylon,Beagle,Tricolour,Dog,4 years 0 months.,Male,Stray Dogs Beta,9/5/17 0:00,Reclaimed,0,9/5/17 0:00,Incompatible,,Died in care,0,0,0,,
47613,3/10/17 0:00,Abandoned,0,D17031620,9.81E+14,Waylon,Beagle,Tricolour,Dog,4 years 0 months.,Male,Stray Dogs Beta,9/6/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47617,3/10/17 0:00,Abandoned,0,C17031624,9.81E+14,Jesse,DSH/Unknown,Grey and White,Cat,5 years 0 months.,Female,Adoptable Cat Kennels,4/7/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47627,3/11/17 0:00,Abandoned,0,C17031634,9.81E+14,Binks,DSH/Unknown,Buff,Cat,1 year 0 months.,Male,Feline Nursery,4/6/17 0:00,Foster,0,5/10/17 0:00,Stray,,Died in care,0,0,0,,
47627,3/11/17 0:00,Abandoned,0,C17031634,9.81E+14,Binks,DSH/Unknown,Buff,Cat,1 year 0 months.,Male,Feline Nursery,5/14/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47628,3/11/17 0:00,Abandoned,0,C17031635,9.81E+14,Bobbin,DSH/Unknown,Fawn,Cat,1 year 0 months.,Male,Adoptable Cat Kennels,4/6/17 0:00,Foster,0,5/17/17 0:00,Stray,,Died in care,0,0,0,,
47628,3/11/17 0:00,Abandoned,0,C17031635,9.81E+14,Bobbin,DSH/Unknown,Fawn,Cat,1 year 0 months.,Male,Adoptable Cat Kennels,5/18/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47629,3/11/17 0:00,Abandoned,0,C17031636,9.81E+14,Binkie,DSH/Unknown,Buff,Cat,1 year 0 months.,Male,Adoptable Cat Kennels,4/6/17 0:00,Foster,0,5/17/17 0:00,Stray,,Died in care,0,0,0,,
47629,3/11/17 0:00,Abandoned,0,C17031636,9.81E+14,Binkie,DSH/Unknown,Buff,Cat,1 year 0 months.,Male,Adoptable Cat Kennels,5/18/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47630,3/11/17 0:00,Abandoned,0,C17031637,9.81E+14,Stan,DSH/Unknown,Orange,Cat,1 year 0 months.,Male,Adoptable Cat Small Colony,4/6/17 0:00,Foster,0,4/18/17 0:00,Stray,,Died in care,0,0,0,,
47630,3/11/17 0:00,Abandoned,0,C17031637,9.81E+14,Stan,DSH/Unknown,Orange,Cat,1 year 0 months.,Male,Adoptable Cat Small Colony,4/18/17 0:00,Foster,0,5/10/17 0:00,Stray,,Died in care,0,0,0,,
47630,3/11/17 0:00,Abandoned,0,C17031637,9.81E+14,Stan,DSH/Unknown,Orange,Cat,1 year 0 months.,Male,Adoptable Cat Small Colony,5/16/17 0:00,Foster,0,6/15/17 0:00,Stray,,Died in care,0,0,0,,
47630,3/11/17 0:00,Abandoned,0,C17031637,9.81E+14,Stan,DSH/Unknown,Orange,Cat,1 year 0 months.,Male,Adoptable Cat Small Colony,6/15/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47631,3/11/17 0:00,Abandoned,0,C17031638,9.81E+14,Boomer,DLH/Unknown,Orange,Cat,1 year 0 months.,Male,Feline Nursery,4/6/17 0:00,Foster,0,4/18/17 0:00,Stray,,Died in care,0,0,0,,
47631,3/11/17 0:00,Abandoned,0,C17031638,9.81E+14,Boomer,DLH/Unknown,Orange,Cat,1 year 0 months.,Male,Feline Nursery,4/18/17 0:00,Foster,0,5/10/17 0:00,Stray,,Died in care,0,0,0,,
47631,3/11/17 0:00,Abandoned,0,C17031638,9.81E+14,Boomer,DLH/Unknown,Orange,Cat,1 year 0 months.,Male,Feline Nursery,5/11/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47632,3/11/17 0:00,Abandoned,0,C17031639,9.81E+14,Evan,DSH/Unknown,Brown,Cat,1 year 0 months.,Male,Feline Nursery,4/6/17 0:00,Foster,0,4/18/17 0:00,Stray,,Died in care,0,0,0,,
47632,3/11/17 0:00,Abandoned,0,C17031639,9.81E+14,Evan,DSH/Unknown,Brown,Cat,1 year 0 months.,Male,Feline Nursery,4/18/17 0:00,Foster,0,5/10/17 0:00,Stray,,Died in care,0,0,0,,
47632,3/11/17 0:00,Abandoned,0,C17031639,9.81E+14,Evan,DSH/Unknown,Brown,Cat,1 year 0 months.,Male,Feline Nursery,5/11/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47633,3/11/17 0:00,Abandoned,0,C17031640,9.81E+14,Beaux,DSH/Unknown,Brown and Black,Cat,1 year 0 months.,Female,Feline Nursery,4/6/17 0:00,Foster,0,5/11/17 0:00,Stray,,Died in care,0,0,0,,
47633,3/11/17 0:00,Abandoned,0,C17031640,9.81E+14,Beaux,DSH/Unknown,Brown and Black,Cat,1 year 0 months.,Female,Feline Nursery,5/16/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47634,3/11/17 0:00,Abandoned,0,C17031641,9.81E+14,Dusty,Domestic Short Hair,Seal,Cat,1 year 0 months.,Female,Feline Nursery,4/6/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0,,
47634,3/11/17 0:00,Abandoned,0,C17031641,9.81E+14,Dusty,Domestic Short Hair,Seal,Cat,1 year 0 months.,Female,Feline Nursery,5/4/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47635,3/11/17 0:00,Abandoned,0,C17031642,9.81E+14,Ed,Domestic Short Hair,Black and White,Cat,1 year 0 months.,Male,Feline Nursery,4/6/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0,,
47635,3/11/17 0:00,Abandoned,0,C17031642,9.81E+14,Ed,Domestic Short Hair,Black and White,Cat,1 year 0 months.,Male,Feline Nursery,5/7/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47636,3/11/17 0:00,Abandoned,0,C17031643,9.81E+14,Tux,Domestic Short Hair,Black and White,Cat,1 year 0 months.,Male,Feline Nursery,4/6/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0,,
47636,3/11/17 0:00,Abandoned,0,C17031643,9.81E+14,Tux,Domestic Short Hair,Black and White,Cat,1 year 0 months.,Male,Feline Nursery,5/4/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47637,3/11/17 0:00,Abandoned,0,C17031644,9.81E+14,Trouble,Domestic Short Hair,White,Cat,1 year 0 months.,Male,Feline Nursery,4/6/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0,,
47637,3/11/17 0:00,Abandoned,0,C17031644,9.81E+14,Trouble,Domestic Short Hair,White,Cat,1 year 0 months.,Male,Feline Nursery,5/7/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47638,3/11/17 0:00,Abandoned,0,C17031645,9.81E+14,Samantha,Domestic Short Hair,Black and White,Cat,3 years 11 months.,Female,Adoptable Cat Kennels,4/6/17 0:00,Foster,0,4/24/17 0:00,Stray,,Died in care,0,0,0,,
47638,3/11/17 0:00,Abandoned,0,C17031645,9.81E+14,Samantha,Domestic Short Hair,Black and White,Cat,3 years 11 months.,Female,Adoptable Cat Kennels,5/6/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47639,3/11/17 0:00,Abandoned,0,D17031646,9.81E+14,Apollo,Labrador Retriever/Mix,Black,Dog,1 year 9 months.,Male,Adoptable Dogs,3/31/17 0:00,Adoption,0,4/1/17 0:00,Incompatible,,Died in care,0,0,0,,
47639,3/11/17 0:00,Abandoned,0,D17031646,9.81E+14,Apollo,Labrador Retriever/Mix,Black,Dog,1 year 9 months.,Male,Adoptable Dogs,4/2/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47639,3/11/17 0:00,Abandoned,0,D17031646,9.81E+14,Apollo,Labrador Retriever/Mix,Black,Dog,1 year 9 months.,Male,Adoptable Dogs,,None,0,4/1/17 0:00,Stray,,Died in care,0,0,0,,
47654,3/14/17 0:00,Abandoned,0,R17031661,,Hops,American Sable/American,Black,Rabbit,2 years 0 months.,Female,Foster,4/4/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47659,3/14/17 0:00,Abandoned,0,C17031666,9.81E+14,Earl,Domestic Medium Hair,White,Cat,1 year 7 months.,Male,Adoptable Cat Kennels,4/7/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47661,3/15/17 0:00,Abandoned,0,C17031668,9.81E+14,Conner,Domestic Short Hair,Black,Cat,3 years 0 months.,Male,Adoptable Cat Big Colony,4/26/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47662,3/15/17 0:00,Abandoned,0,D17031669,9.81E+14,Carol,Shep Mix/Great Dane,Black and Brown,Dog,6 years 2 months.,Female,Adoptable Dogs,4/1/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47665,3/15/17 0:00,Abandoned,0,D17031672,9.82E+14,Jynx,Bully Breed Mix/Mix,Black,Dog,4 years 8 months.,Female,Adoptable Dogs,4/8/17 0:00,Adoption,0,4/11/17 0:00,Incompatible,,Died in care,0,0,0,,
47665,3/15/17 0:00,Abandoned,0,D17031672,9.82E+14,Jynx,Bully Breed Mix/Mix,Black,Dog,4 years 8 months.,Female,Adoptable Dogs,6/9/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47681,3/18/17 0:00,Abandoned,0,D17031688,,Sisqo`,Siberian Husky/Affenpinscher,Black and White,Dog,3 years 2 months.,Male,Stray Dogs Beta,4/12/17 0:00,Transfer,0,,Stray,,Died in care,0,0,0,,
47683,3/18/17 0:00,Abandoned,0,D17031690,9.81E+14,Larry,Hound/German Shorthaired Pointer,Red,Dog,2 years 5 months.,Male,Adoptable Dogs,4/12/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47684,3/18/17 0:00,Abandoned,0,C17031691,9.81E+14,Gabby (Sage),Domestic Short Hair,Grey,Cat,15 years 11 months.,Female,Adoptable Cat Kennels,4/26/17 0:00,Foster,0,5/21/17 0:00,Stray,,Died in care,0,0,0,,
47684,3/18/17 0:00,Abandoned,0,C17031691,9.81E+14,Gabby (Sage),Domestic Short Hair,Grey,Cat,15 years 11 months.,Female,Adoptable Cat Kennels,7/27/17 0:00,Foster,0,7/31/17 0:00,Stray,,Died in care,0,0,0,,
47684,3/18/17 0:00,Abandoned,0,C17031691,9.81E+14,Gabby (Sage),Domestic Short Hair,Grey,Cat,15 years 11 months.,Female,Adoptable Cat Kennels,7/31/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47685,3/18/17 0:00,Abandoned,0,C17031692,9.81E+14,Suzy,Domestic Short Hair,Tortie,Cat,16 years 11 months.,Female,Adoptable Cat Small Colony,4/13/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
47688,3/18/17 0:00,Abandoned,0,C17031695,9.81E+14,Beyonce,Domestic Short Hair,Grey and White,Cat,2 years 1 month.,Female,Adoptable Cat Big Colony,3/20/17 0:00,Foster,0,4/17/17 0:00,Stray,,Died in care,0,0,0,,
47688,3/18/17 0:00,Abandoned,0,C17031695,9.81E+14,Beyonce,Domestic Short Hair,Grey and White,Cat,2 years 1 month.,Female,Adoptable Cat Big Colony,4/26/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0,,
